Date,District,Temperature,Humidity,WindSpeed,Pressure,Rainfall,HeatIndex,RiskCategory
2024-12-20,Nayagarh,21.3,47,10.3,1013,0,20.7,Normal
2024-12-20,Nuapada,22.2,57,9.8,1015,0,22,Normal
2024-12-20,Puri,18.1,65,9.1,1014,0,17.7,Normal
2024-12-20,Rayagada,18.2,47,5.7,1014,0,17.3,Normal
2024-12-20,Sambalpur,22.1,41,8.8,1016,0,21.4,Normal
2024-12-20,Subarnapur,18.4,48,9,1014,0,17.5,Normal
2024-12-20,Sundargarh,22.5,56,5.4,1016,0,22.3,Normal
2024-12-21,Angul,20.4,42,8.9,1015,0,19.6,Normal
2024-12-21,Balangir,25.8,41,8.9,1015,0,25.5,Normal
2024-12-21,Baleshwar,22.1,45,5.1,1016,0,21.5,Normal
2024-12-21,Bargarh,22.3,44,8.7,1016,0,21.7,Normal
2024-12-21,Bhadrak,18.2,53,6.1,1014,0,17.5,Normal
2024-12-21,Boudh,22.5,52,7.6,1014,0,22.2,Normal
2024-12-21,Cuttack,20.1,48,6.4,1017,0,19.4,Normal
2024-12-21,Debagarh,22.1,43,10.6,1015,0,21.5,Normal
2024-12-21,Dhenkanal,19.7,55,7,1015,0,19.2,Normal
2024-12-21,Gajapati,17.8,49,4.9,1015,0,16.9,Normal
2024-12-21,Ganjam,17.9,55,6.7,1015,0,17.2,Normal
2024-12-21,Jagatsinghapur,18.6,54,5.1,1015,0,17.9,Normal
2024-12-21,Jajapur,21.3,43,6,1016,0,20.6,Normal
2024-12-21,Jharsuguda,23.5,46,6.5,1013,0,23.1,Normal
2024-12-21,Kalahandi,18.7,44,7.4,1013,0,17.8,Normal
2024-12-21,Kandhamal,19,58,9.9,1016,0,18.5,Normal
2024-12-21,Kendrapara,20.2,58,5.5,1015,0,19.8,Normal
2024-12-21,Kendujhar,21.8,52,11,1017,0,21.4,Normal
2024-12-21,Khordha,17.8,45,8.3,1014,0,16.8,Normal
2024-12-21,Koraput,14.6,58,10.1,1013,0,13.6,Normal
2024-12-21,Malkangiri,21.1,46,8.2,1016,0,20.5,Normal
2024-12-21,Mayurbhanj,17.1,57,6.2,1017,0,16.4,Normal
2024-12-21,Nabarangapur,17,46,4.3,1013,0,16,Normal
2024-12-21,Nayagarh,18.6,48,9.8,1014,0,17.8,Normal
2024-12-21,Nuapada,19.6,51,4.4,1015,0,18.9,Normal
2024-12-21,Puri,16.6,52,9.1,1016,0,15.7,Normal
2024-12-21,Rayagada,17.1,46,11.9,1016,0,16.1,Normal
2024-12-21,Sambalpur,21.4,38,6.8,1017,0,20.6,Normal
2024-12-21,Subarnapur,19.2,44,10.2,1014,0,18.3,Normal
2024-12-21,Sundargarh,20.8,56,7.8,1017,0,20.4,Normal
2024-12-22,Angul,20.8,40,7,1016,0,20,Normal
2024-12-22,Balangir,20.8,39,7.1,1015,0,20,Normal
2024-12-22,Baleshwar,22,43,9.9,1016,0,21.4,Normal
2024-12-22,Bargarh,20.3,50,4.5,1015,0,19.7,Normal
2024-12-22,Bhadrak,18.8,48,10.2,1015,0,18,Normal
2024-12-22,Boudh,20.5,54,7.3,1014,0,20,Normal
2024-12-22,Cuttack,18.5,52,8.7,1014,0,17.8,Normal
2024-12-22,Debagarh,22.1,57,11,1014,0,21.9,Normal
2024-12-22,Dhenkanal,21.2,52,8.5,1015,0,20.7,Normal
2024-12-22,Gajapati,22.2,57,10.2,1017,0,22,Normal
2024-12-22,Ganjam,16.4,64,8.2,1014,0,15.8,Normal
2024-12-22,Jagatsinghapur,20.4,58,7.6,1016,0,20,Normal
2024-12-22,Jajapur,17.5,48,9.7,1017,0,16.6,Normal
2024-12-22,Jharsuguda,24,40,10.8,1015,0,23.5,Normal
2024-12-22,Kalahandi,18.3,47,7.6,1015,0,17.4,Normal
2024-12-22,Kandhamal,18.7,49,7.1,1015,0,17.9,Normal
2024-12-22,Kendrapara,18.8,63,4.9,1013,0,18.4,Normal
2024-12-22,Kendujhar,18.2,48,11,1014,0,17.3,Normal
2024-12-22,Khordha,21.6,46,10.4,1015,0,21,Normal
2024-12-22,Koraput,15.1,52,4.3,1016,0,14,Normal
2024-12-22,Malkangiri,17.2,46,7.3,1014,0,16.2,Normal
2024-12-22,Mayurbhanj,20.6,55,8,1016,0,20.2,Normal
2024-12-22,Nabarangapur,21.7,57,9.2,1013,0,21.4,Normal
2024-12-22,Nayagarh,17.4,43,11,1014,0,16.3,Normal
2024-12-22,Nuapada,23,56,7.5,1013,0,22.8,Normal
2024-12-22,Puri,18.2,62,7.2,1015,0,17.7,Normal
2024-12-22,Rayagada,22.7,43,5.3,1015,0,22.1,Normal
2024-12-22,Sambalpur,24.6,50,11,1014,0,24.4,Normal
2024-12-22,Subarnapur,18.1,55,9.6,1014,0,17.4,Normal
2024-12-22,Sundargarh,18,49,10.4,1015,0,17.1,Normal
2024-12-23,Angul,23.9,43,4.4,1017,0,23.5,Normal
2024-12-23,Balangir,25.6,46,4,1013,0,25.4,Normal
2024-12-23,Baleshwar,18.9,43,8.7,1013,0,18,Normal
2024-12-23,Bargarh,20.9,45,9.4,1014,0,20.2,Normal
2024-12-23,Bhadrak,19.6,50,6.1,1015,0,18.9,Normal
2024-12-23,Boudh,17.5,43,10.6,1016,0,16.4,Normal
2024-12-23,Cuttack,19.8,53,10.9,1016,0,19.2,Normal
2024-12-23,Debagarh,21.9,44,6.8,1015,0,21.3,Normal
2024-12-23,Dhenkanal,20.2,43,4.2,1015,0,19.4,Normal
2024-12-23,Gajapati,21.8,49,4.5,1013,0,21.3,Normal
2024-12-23,Ganjam,16.1,65,9,1014,0,15.5,Normal
2024-12-23,Jagatsinghapur,21.3,58,8.9,1013,0,21,Normal
2024-12-23,Jajapur,21.3,55,9.5,1014,0,20.9,Normal
2024-12-23,Jharsuguda,20.9,50,10.2,1015,0,20.4,Normal
2024-12-23,Kalahandi,17.6,54,11.6,1017,0,16.8,Normal
2024-12-23,Kandhamal,13.1,59,10.2,1016,0,12,Normal
2024-12-23,Kendrapara,19.4,65,10.5,1014,0,19.1,Normal
2024-12-23,Kendujhar,22.2,43,6.9,1014,0,21.6,Normal
2024-12-23,Khordha,19.4,56,6.6,1015,0,18.9,Normal
2024-12-23,Koraput,17.8,59,10.3,1017,0,17.2,Normal
2024-12-23,Malkangiri,19.8,46,5,1016,0,19,Normal
2024-12-23,Mayurbhanj,19.5,47,6,1015,0,18.7,Normal
2024-12-23,Nabarangapur,17.8,55,5.8,1015,0,17.1,Normal
2024-12-23,Nayagarh,21.5,57,9.9,1013,0,21.2,Normal
2024-12-23,Nuapada,22.9,53,11.5,1013,0,22.6,Normal
2024-12-23,Puri,19.1,64,8.8,1016,0,18.7,Normal
2024-12-23,Rayagada,18.3,47,10.5,1015,0,17.4,Normal
2024-12-23,Sambalpur,25.3,45,8.5,1017,0,25.1,Normal
2024-12-23,Subarnapur,19.8,43,10.2,1014,0,19,Normal
2024-12-23,Sundargarh,21.1,46,5,1017,0,20.5,Normal
2024-12-24,Angul,24.1,52,5.8,1015,0,23.9,Normal
2024-12-24,Balangir,22.5,50,10.5,1014,0,22.1,Normal
2024-12-24,Baleshwar,20.8,47,8.5,1016,0,20.2,Normal
2024-12-24,Bargarh,17.6,54,10.4,1014,0,16.8,Normal
2024-12-24,Bhadrak,22.7,56,4.5,1015,0,22.5,Normal
2024-12-24,Boudh,17.6,52,6.3,1015,0,16.8,Normal
2024-12-24,Cuttack,22.7,53,9.9,1015,0,22.4,Normal
2024-12-24,Debagarh,18.3,52,4.6,1014,0,17.5,Normal
2024-12-24,Dhenkanal,19.2,57,11,1016,0,18.7,Normal
2024-12-24,Gajapati,19,49,6.5,1014,0,18.2,Normal
2024-12-24,Ganjam,20.4,58,10.4,1014,0,20,Normal
2024-12-24,Jagatsinghapur,17.8,65,6.9,1013,0,17.3,Normal
2024-12-24,Jajapur,20.4,55,8.6,1013,0,19.9,Normal
2024-12-24,Jharsuguda,21.7,50,9.9,1016,0,21.2,Normal
2024-12-24,Kalahandi,19.7,43,6.2,1015,0,18.8,Normal
2024-12-24,Kandhamal,18.5,57,10,1015,0,17.9,Normal
2024-12-24,Kendrapara,22,65,5.4,1015,0,22,Normal
2024-12-24,Kendujhar,22.3,50,5.5,1017,0,21.9,Normal
2024-12-24,Khordha,20,43,9.9,1013,0,19.2,Normal
2024-12-24,Koraput,17.7,60,10.6,1013,0,17.1,Normal
2024-12-24,Malkangiri,20.6,53,6.4,1015,0,20.1,Normal
2024-12-24,Mayurbhanj,22.6,46,6,1015,0,22.1,Normal
2024-12-24,Nabarangapur,22.3,45,11.1,1016,0,21.8,Normal
2024-12-24,Nayagarh,22.3,47,10.2,1014,0,21.8,Normal
2024-12-24,Nuapada,21.9,48,5.5,1014,0,21.4,Normal
2024-12-24,Puri,17.4,62,10.6,1017,0,16.8,Normal
2024-12-24,Rayagada,21.7,46,10.7,1016,0,21.1,Normal
2024-12-24,Sambalpur,25.4,45,10,1014,0,25.2,Normal
2024-12-24,Subarnapur,18.6,57,8.9,1016,0,18,Normal
2024-12-24,Sundargarh,17.5,56,10.6,1017,0,16.8,Normal
2024-12-25,Angul,25,44,10,1015,0,24.7,Normal
2024-12-25,Balangir,20.9,48,11.6,1016,0,20.3,Normal
2024-12-25,Baleshwar,18.6,55,8.2,1017,0,18,Normal
2024-12-25,Bargarh,17.8,43,7.1,1013,0,16.8,Normal
2024-12-25,Bhadrak,22.1,49,7.8,1015,0,21.6,Normal
2024-12-25,Boudh,19.1,55,9.1,1013,0,18.5,Normal
2024-12-25,Cuttack,18.4,47,4,1014,8.3,17.5,Normal
2024-12-25,Debagarh,20.5,49,10.8,1016,0,19.9,Normal
2024-12-25,Dhenkanal,21.2,55,5.6,1014,0,20.8,Normal
2024-12-25,Gajapati,17.4,57,5.4,1013,0,16.7,Normal
2024-12-25,Ganjam,16.7,62,10.5,1016,0,16,Normal
2024-12-25,Jagatsinghapur,20.2,61,4.1,1015,0,19.9,Normal
2024-12-25,Jajapur,17.4,45,5.6,1016,0,16.4,Normal
2024-12-25,Jharsuguda,20.6,38,11.8,1015,0,19.7,Normal
2024-12-25,Kalahandi,20.1,45,8.2,1015,0,19.3,Normal
2024-12-25,Kandhamal,15,52,6.5,1014,0,13.9,Normal
2024-12-25,Kendrapara,16,64,6,1017,0,15.3,Normal
2024-12-25,Kendujhar,20.8,50,6.4,1014,0,20.2,Normal
2024-12-25,Khordha,18,55,5.3,1016,0,17.3,Normal
2024-12-25,Koraput,18.2,57,5.7,1016,0,17.6,Normal
2024-12-25,Malkangiri,17.6,52,9.6,1014,0,16.8,Normal
2024-12-25,Mayurbhanj,17.7,49,11.5,1014,0,16.8,Normal
2024-12-25,Nabarangapur,22.4,53,8.9,1016,0,22.1,Normal
2024-12-25,Nayagarh,21.1,50,5.6,1015,0,20.6,Normal
2024-12-25,Nuapada,18.4,54,9.6,1016,0,17.7,Normal
2024-12-25,Puri,17.1,52,7,1014,0,16.2,Normal
2024-12-25,Rayagada,17.7,54,11.8,1015,0,16.9,Normal
2024-12-25,Sambalpur,22,47,11.3,1017,0,21.5,Normal
2024-12-25,Subarnapur,21.6,46,4.3,1014,0,21,Normal
2024-12-25,Sundargarh,22.5,51,6.8,1015,0,22.1,Normal
2024-12-26,Angul,23.9,40,6.6,1014,0,23.4,Normal
2024-12-26,Balangir,23.7,45,5.1,1015,0,23.3,Normal
2024-12-26,Baleshwar,18.1,52,10.7,1015,0,17.3,Normal
2024-12-26,Bargarh,19,51,8.6,1017,0,18.3,Normal
2024-12-26,Bhadrak,18.4,46,8.9,1014,0,17.5,Normal
2024-12-26,Boudh,19,53,5,1014,0,18.3,Normal
2024-12-26,Cuttack,20.3,48,10.6,1015,0,19.6,Normal
2024-12-26,Debagarh,19.8,49,9.3,1016,0,19.1,Normal
2024-12-26,Dhenkanal,17.4,50,11.4,1015,0,16.5,Normal
2024-12-26,Gajapati,20.9,49,6.8,1016,0,20.3,Normal
2024-12-26,Ganjam,18.7,59,6.8,1016,0,18.2,Normal
2024-12-26,Jagatsinghapur,20.4,61,7.9,1016,0,20.1,Normal
2024-12-26,Jajapur,21.7,54,10.7,1017,0,21.3,Normal
2024-12-26,Jharsuguda,24,39,11,1013,0,23.5,Normal
2024-12-26,Kalahandi,18.6,55,8.7,1014,0,18,Normal
2024-12-26,Kandhamal,14.5,58,11.4,1014,0,13.5,Normal
2024-12-26,Kendrapara,20.7,60,4.7,1017,0,20.4,Normal
2024-12-26,Kendujhar,20,44,8,1013,0,19.2,Normal
2024-12-26,Khordha,21.8,55,6.8,1015,0,21.5,Normal
2024-12-26,Koraput,13,53,11.8,1016,0,11.7,Normal
2024-12-26,Malkangiri,22.2,45,6.3,1015,0,21.7,Normal
2024-12-26,Mayurbhanj,21.2,44,10.2,1013,0,20.5,Normal
2024-12-26,Nabarangapur,18.4,43,9.5,1017,0,17.4,Normal
2024-12-26,Nayagarh,20.5,53,11.4,1013,0,20,Normal
2024-12-26,Nuapada,18.6,54,5.1,1014,0,17.9,Normal
2024-12-26,Puri,16.4,51,10.2,1017,0,15.4,Normal
2024-12-26,Rayagada,18.3,50,9.3,1014,0,17.5,Normal
2024-12-26,Sambalpur,22.3,39,10.4,1014,0,21.6,Normal
2024-12-26,Subarnapur,18,50,11.8,1015,0,17.2,Normal
2024-12-26,Sundargarh,22.1,48,9.3,1014,0,21.6,Normal
2024-12-27,Angul,23,49,11.8,1017,0,22.6,Normal
2024-12-27,Balangir,23.4,42,9.3,1016,0,22.9,Normal
2024-12-27,Baleshwar,18,47,8.4,1016,0,17.1,Normal
2024-12-27,Bargarh,19.5,50,10.9,1013,0,18.8,Normal
2024-12-27,Bhadrak,19.3,47,9,1015,0,18.5,Normal
2024-12-27,Boudh,18,49,10.6,1014,0,17.1,Normal
2024-12-27,Cuttack,17.6,48,4.7,1016,0,16.7,Normal
2024-12-27,Debagarh,20.4,47,10.8,1014,0,19.7,Normal
2024-12-27,Dhenkanal,20.8,48,8.8,1016,0,20.2,Normal
2024-12-27,Gajapati,19.8,48,11.5,1016,0,19.1,Normal
2024-12-27,Ganjam,17.8,54,6,1016,0,17,Normal
2024-12-27,Jagatsinghapur,18.3,63,7.5,1015,0,17.8,Normal
2024-12-27,Jajapur,22.7,53,9.6,1016,2.3,22.4,Normal
2024-12-27,Jharsuguda,24.7,44,9.8,1016,0,24.4,Normal
2024-12-27,Kalahandi,17.1,46,10.4,1014,0,16.1,Normal
2024-12-27,Kandhamal,14.9,61,4.4,1015,0,14,Normal
2024-12-27,Kendrapara,16.1,62,5.1,1014,0,15.4,Normal
2024-12-27,Kendujhar,19.6,53,8.1,1016,0,19,Normal
2024-12-27,Khordha,21.8,46,7.3,1016,0,21.2,Normal
2024-12-27,Koraput,15.9,62,11.2,1016,0,15.2,Normal
2024-12-27,Malkangiri,17.2,50,9.3,1014,0,16.3,Normal
2024-12-27,Mayurbhanj,19.8,44,5.5,1014,0,19,Normal
2024-12-27,Nabarangapur,22.3,44,4.5,1013,0,21.7,Normal
2024-12-27,Nayagarh,22,46,5.5,1014,0,21.5,Normal
2024-12-27,Nuapada,17.2,49,9.9,1014,0,16.3,Normal
2024-12-27,Puri,20,61,10.7,1014,0,19.6,Normal
2024-12-27,Rayagada,19.3,44,8.8,1014,0,18.4,Normal
2024-12-27,Sambalpur,24.5,52,6.4,1014,0,24.4,Normal
2024-12-27,Subarnapur,21.8,50,7.5,1017,0,21.3,Normal
2024-12-27,Sundargarh,21,45,10.2,1014,0,20.3,Normal
2024-12-28,Angul,24.9,49,8.6,1016,0,24.7,Normal
2024-12-28,Balangir,21.9,45,5.8,1014,0,21.3,Normal
2024-12-28,Baleshwar,22.9,56,4.4,1014,0,22.7,Normal
2024-12-28,Bargarh,19.4,51,4.2,1015,0,18.7,Normal
2024-12-28,Bhadrak,17.4,50,11.5,1014,0,16.5,Normal
2024-12-28,Boudh,22.3,55,8.6,1014,0,22,Normal
2024-12-28,Cuttack,19.9,46,9.8,1016,0,19.1,Normal
2024-12-28,Debagarh,18.7,51,5.2,1014,0,18,Normal
2024-12-28,Dhenkanal,20.8,54,7,1013,0,20.3,Normal
2024-12-28,Gajapati,18.3,54,7.6,1014,0,17.6,Normal
2024-12-28,Ganjam,20.1,62,11.2,1015,0,19.8,Normal
2024-12-28,Jagatsinghapur,16.3,65,11.5,1013,0,15.7,Normal
2024-12-28,Jajapur,21.5,52,6.5,1013,0,21.1,Normal
2024-12-28,Jharsuguda,21.8,41,6.3,1015,0,21.1,Normal
2024-12-28,Kalahandi,22.6,52,7.9,1016,0,22.3,Normal
2024-12-28,Kandhamal,13.7,54,6.5,1013,0,12.5,Normal
2024-12-28,Kendrapara,16.1,63,8.3,1015,0,15.4,Normal
2024-12-28,Kendujhar,22.3,44,6.5,1016,0,21.7,Normal
2024-12-28,Khordha,21.3,55,6.1,1017,0,20.9,Normal
2024-12-28,Koraput,13.6,53,10.8,1015,0,12.4,Normal
2024-12-28,Malkangiri,18.7,43,4.9,1014,0,17.7,Normal
2024-12-28,Mayurbhanj,17.3,54,7.8,1014,0,16.5,Normal
2024-12-28,Nabarangapur,22.8,52,9,1015,0,22.5,Normal
2024-12-28,Nayagarh,18.3,55,8.4,1015,8,17.6,Normal
2024-12-28,Nuapada,22.6,51,11.5,1015,0,22.2,Normal
2024-12-28,Puri,19.9,59,5.2,1017,0,19.5,Normal
2024-12-28,Rayagada,20.3,54,11.6,1016,0,19.8,Normal
2024-12-28,Sambalpur,21.4,40,10.5,1017,0,20.6,Normal
2024-12-28,Subarnapur,22.4,49,10.4,1015,0,22,Normal
2024-12-28,Sundargarh,18.6,56,10.7,1013,0,18,Normal
2024-12-29,Angul,21.4,52,6.3,1014,0,21,Normal
2024-12-29,Balangir,21.3,42,11.6,1015,0,20.6,Normal
2024-12-29,Baleshwar,18,45,7.7,1013,0,17,Normal
2024-12-29,Bargarh,21.1,54,10.3,1015,0,20.7,Normal
2024-12-29,Bhadrak,22.3,56,8.7,1013,0,22,Normal
2024-12-29,Boudh,19.7,50,4.6,1016,0,19,Normal
2024-12-29,Cuttack,20.6,54,10.2,1015,0,20.1,Normal
2024-12-29,Debagarh,20.9,45,6.7,1016,0,20.2,Normal
2024-12-29,Dhenkanal,17.4,49,7.9,1015,0,16.5,Normal
2024-12-29,Gajapati,20.3,54,7.2,1014,0,19.8,Normal
2024-12-29,Ganjam,21,51,4.6,1017,0,20.5,Normal
2024-12-29,Jagatsinghapur,20.1,61,8.5,1014,0,19.8,Normal
2024-12-29,Jajapur,22.4,55,4.7,1015,0,22.1,Normal
2024-12-29,Jharsuguda,20.3,47,5.5,1016,0,19.6,Normal
2024-12-29,Kalahandi,17.9,52,5.8,1015,0,17.1,Normal
2024-12-29,Kandhamal,14.4,62,6.4,1016,0,13.5,Normal
2024-12-29,Kendrapara,20.3,55,7.7,1014,0,19.8,Normal
2024-12-29,Kendujhar,19.9,52,11.5,1014,0,19.3,Normal
2024-12-29,Khordha,18,53,10.7,1016,0,17.2,Normal
2024-12-29,Koraput,17.1,57,9.8,1013,0,16.4,Normal
2024-12-29,Malkangiri,21.4,57,11.8,1016,0,21.1,Normal
2024-12-29,Mayurbhanj,22.5,57,9.8,1015,0,22.3,Normal
2024-12-29,Nabarangapur,20.7,44,11.2,1016,0,20,Normal
2024-12-29,Nayagarh,19.4,53,9.7,1015,0,18.8,Normal
2024-12-29,Nuapada,19.4,51,7,1016,0,18.7,Normal
2024-12-29,Puri,16.6,59,9.1,1014,0,15.9,Normal
2024-12-29,Rayagada,18.7,51,5.4,1014,0,18,Normal
2024-12-29,Sambalpur,20.4,50,6.3,1016,0,19.8,Normal
2024-12-29,Subarnapur,21.5,52,10.4,1016,0,21.1,Normal
2024-12-29,Sundargarh,19.1,51,11.5,1014,0,18.4,Normal
2024-12-30,Angul,23.9,43,7,1016,0,23.5,Normal
2024-12-30,Balangir,23.8,43,11.6,1017,0,23.4,Normal
2024-12-30,Baleshwar,19.3,45,5.2,1014,0,18.5,Normal
2024-12-30,Bargarh,20.6,43,8.6,1015,0,19.8,Normal
2024-12-30,Bhadrak,18.2,43,6.3,1015,0,17.2,Normal
2024-12-30,Boudh,21.3,47,11.1,1014,0,20.7,Normal
2024-12-30,Cuttack,22,44,6,1013,0,21.4,Normal
2024-12-30,Debagarh,17.7,48,10.7,1017,0,16.8,Normal
2024-12-30,Dhenkanal,17.1,52,5.1,1014,0,16.2,Normal
2024-12-30,Gajapati,22.5,49,7.5,1016,0,22.1,Normal
2024-12-30,Ganjam,18.6,53,9.2,1015,0,17.9,Normal
2024-12-30,Jagatsinghapur,20.9,57,11.1,1017,0,20.5,Normal
2024-12-30,Jajapur,17.7,43,7.9,1015,0,16.6,Normal
2024-12-30,Jharsuguda,24.3,41,10.6,1015,0,23.9,Normal
2024-12-30,Kalahandi,22.3,44,9,1015,0,21.7,Normal
2024-12-30,Kandhamal,15.3,57,9.4,1015,0,14.4,Normal
2024-12-30,Kendrapara,21.6,52,6.6,1014,0,21.2,Normal
2024-12-30,Kendujhar,18.5,47,11.8,1013,0,17.6,Normal
2024-12-30,Khordha,17.8,53,6.2,1015,0,17,Normal
2024-12-30,Koraput,13.9,53,8.6,1013,0,12.7,Normal
2024-12-30,Malkangiri,17.9,43,4.8,1014,0,16.9,Normal
2024-12-30,Mayurbhanj,18.8,48,5.4,1016,0,18,Normal
2024-12-30,Nabarangapur,21.3,57,6.3,1015,0,21,Normal
2024-12-30,Nayagarh,22.3,43,11.5,1016,0,21.7,Normal
2024-12-30,Nuapada,23,52,6.8,1016,0,22.7,Normal
2024-12-30,Puri,21.4,60,8.4,1015,0,21.2,Normal
2024-12-30,Rayagada,21.8,48,10,1014,0,21.3,Normal
2024-12-30,Sambalpur,22,50,5.2,1016,0,21.6,Normal
2024-12-30,Subarnapur,19.6,49,5.3,1014,0,18.9,Normal
2024-12-30,Sundargarh,17.6,43,8.4,1016,0,16.5,Normal
2024-12-31,Angul,20.7,42,8.7,1014,0,19.9,Normal
2024-12-31,Balangir,22.7,50,11.9,1014,0,22.3,Normal
2024-12-31,Baleshwar,21.6,47,8.3,1014,0,21,Normal
2024-12-31,Bargarh,19.2,56,7.8,1017,0,18.6,Normal
2024-12-31,Bhadrak,19.4,53,5,1013,0,18.8,Normal
2024-12-31,Boudh,18.7,46,5,1014,0,17.8,Normal
2024-12-31,Cuttack,22.2,51,9.6,1014,0,21.8,Normal
2024-12-31,Debagarh,20.9,48,10.5,1017,0,20.3,Normal
2024-12-31,Dhenkanal,19.9,48,6.9,1015,0,19.2,Normal
2024-12-31,Gajapati,19,45,9.3,1014,0,18.1,Normal
2024-12-31,Ganjam,21.4,55,9.2,1014,0,21,Normal
2024-12-31,Jagatsinghapur,17.7,61,10.7,1014,0,17.1,Normal
2024-12-31,Jajapur,17.6,45,10.7,1014,0,16.6,Normal
2024-12-31,Jharsuguda,20.1,41,7.9,1015,0,19.2,Normal
2024-12-31,Kalahandi,21.3,43,6.3,1015,0,20.6,Normal
2024-12-31,Kandhamal,13.6,50,11.8,1017,0,12.3,Normal
2024-12-31,Kendrapara,21.7,63,6,1015,0,21.6,Normal
2024-12-31,Kendujhar,18.9,46,7.9,1017,2.9,18,Normal
2024-12-31,Khordha,17.8,51,8.5,1014,0,17,Normal
2024-12-31,Koraput,16.9,54,4.7,1016,0,16.1,Normal
2024-12-31,Malkangiri,19.6,53,9.3,1016,0,19,Normal
2024-12-31,Mayurbhanj,21.8,46,11.4,1015,0,21.2,Normal
2024-12-31,Nabarangapur,21.3,50,5.6,1016,0,20.8,Normal
2024-12-31,Nayagarh,19.3,51,10.9,1017,0,18.6,Normal
2024-12-31,Nuapada,22.1,50,7.8,1014,0,21.7,Normal
2024-12-31,Puri,21.2,54,6.4,1013,0,20.8,Normal
2024-12-31,Rayagada,20,44,7.4,1014,0,19.2,Normal
2024-12-31,Sambalpur,22.2,40,11.3,1014,0,21.5,Normal
2024-12-31,Subarnapur,22.1,56,11.6,1014,0,21.8,Normal
2024-12-31,Sundargarh,17.5,49,7.8,1014,0,16.6,Normal
2025-01-01,Angul,20.2,45,11.8,1013,0,19.5,Normal
2025-01-01,Balangir,24.3,39,7.8,1014,0,23.8,Normal
2025-01-01,Baleshwar,18.1,54,5.9,1015,0,17.4,Normal
2025-01-01,Bargarh,17.6,55,6.2,1016,0,16.9,Normal
2025-01-01,Bhadrak,22.8,49,4.7,1016,0,22.4,Normal
2025-01-01,Boudh,18.5,43,5.8,1016,0,17.5,Normal
2025-01-01,Cuttack,20.8,47,5.8,1016,0,20.2,Normal
2025-01-01,Debagarh,18,48,11,1016,0,17.1,Normal
2025-01-01,Dhenkanal,19.7,49,10.3,1014,0,19,Normal
2025-01-01,Gajapati,18.6,54,4.8,1016,0,17.9,Normal
2025-01-01,Ganjam,16.7,53,7.7,1016,0,15.8,Normal
2025-01-01,Jagatsinghapur,19.6,58,8.6,1015,6.6,19.1,Normal
2025-01-01,Jajapur,19.9,54,7.5,1013,0,19.4,Normal
2025-01-01,Jharsuguda,22.3,45,4.5,1013,0,21.8,Normal
2025-01-01,Kalahandi,22.3,54,8.2,1016,0,22,Normal
2025-01-01,Kandhamal,14.4,62,8.3,1013,0,13.5,Normal
2025-01-01,Kendrapara,21.2,57,11.3,1013,0,20.9,Normal
2025-01-01,Kendujhar,17.4,53,4.1,1015,0,16.6,Normal
2025-01-01,Khordha,18.5,43,5,1015,0,17.5,Normal
2025-01-01,Koraput,14.5,49,11.6,1013,0,13.3,Normal
2025-01-01,Malkangiri,20.2,51,8.7,1013,0,19.6,Normal
2025-01-01,Mayurbhanj,20,43,5.1,1014,0,19.2,Normal
2025-01-01,Nabarangapur,21.9,44,8.9,1013,2.8,21.3,Normal
2025-01-01,Nayagarh,20,44,7.6,1016,0,19.2,Normal
2025-01-01,Nuapada,18.7,56,9.1,1017,0,18.1,Normal
2025-01-01,Puri,19.5,63,4.1,1016,0,19.2,Normal
2025-01-01,Rayagada,21,52,5,1015,0,20.5,Normal
2025-01-01,Sambalpur,24.6,38,11.9,1016,0,24.1,Normal
2025-01-01,Subarnapur,17.6,47,7.7,1016,0,16.6,Normal
2025-01-01,Sundargarh,22.3,49,9.8,1016,0,21.9,Normal
2025-01-02,Angul,24.1,50,9.3,1016,0,23.9,Normal
2025-01-02,Balangir,25.4,43,10.1,1013,0,25.1,Normal
2025-01-02,Baleshwar,21.5,45,7.3,1014,0,20.9,Normal
2025-01-02,Bargarh,21.6,54,11.6,1015,0,21.2,Normal
2025-01-02,Bhadrak,19.2,43,6.5,1016,0,18.3,Normal
2025-01-02,Boudh,21.6,44,8.5,1016,0,21,Normal
2025-01-02,Cuttack,22.1,52,11.3,1015,0,21.7,Normal
2025-01-02,Debagarh,22.4,47,11.2,1016,0,21.9,Normal
2025-01-02,Dhenkanal,21.3,56,9.8,1017,0,20.9,Normal
2025-01-02,Gajapati,21.4,50,11.1,1014,0,20.9,Normal
2025-01-02,Ganjam,21.5,51,10.2,1015,0,21,Normal
2025-01-02,Jagatsinghapur,20,56,10.3,1016,0,19.5,Normal
2025-01-02,Jajapur,18.6,52,5.7,1017,0,17.9,Normal
2025-01-02,Jharsuguda,20.1,47,9.6,1014,0,19.4,Normal
2025-01-02,Kalahandi,18,57,10.7,1016,0,17.3,Normal
2025-01-02,Kandhamal,18.5,51,5,1014,0,17.7,Normal
2025-01-02,Kendrapara,17.8,65,11.3,1017,0,17.3,Normal
2025-01-02,Kendujhar,22.7,49,6.6,1016,0,22.3,Normal
2025-01-02,Khordha,22.4,46,4.3,1014,0,21.9,Normal
2025-01-02,Koraput,18.3,57,7.5,1015,0,17.7,Normal
2025-01-02,Malkangiri,20.8,49,10.2,1016,0,20.2,Normal
